ID,Category,Title,Learning_Objective,Suggested_Activity,Code_Template,Source,Difficulty,Estimated_Time_Min
191,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 1,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,How to take care of Kol (1).docx,Hard,10
192,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 2,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,How to take care of Kol (1).docx,Easy,15
193,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 3,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,How to take care of Kol (1).docx,Medium,20
194,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 4,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,How to take care of Kol (1).docx,Medium,25
195,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 5,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,How to take care of Kol (1).docx,Hard,5
196,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 6,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,How to take care of Kol (1).docx,Easy,10
197,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 7,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,How to take care of Kol (1).docx,Medium,15
198,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 8,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,How to take care of Kol (1).docx,Medium,20
199,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 9,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,How to take care of Kol (1).docx,Hard,25
200,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 10,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,How to take care of Kol (1).docx,Easy,5
201,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 11,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,How to take care of Kol (1).docx,Medium,10
202,Care Guide: How to Support Kol,Care Guide: How to Support Kol — Lesson 1,"Learn/apply: C‑PTSD intersections, do/don’t lists, team notes.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,How to support kol.docx,Medium,15
203,Care Guide: How to Support Kol,Care Guide: How to Support Kol — Lesson 2,"Learn/apply: C‑PTSD intersections, do/don’t lists, team notes.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,How to support kol.docx,Hard,20
204,Care Guide: How to Support Kol,Care Guide: How to Support Kol — Lesson 3,"Learn/apply: C‑PTSD intersections, do/don’t lists, team notes.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,How to support kol.docx,Easy,25
205,Care Guide: How to Support Kol,Care Guide: How to Support Kol — Lesson 4,"Learn/apply: C‑PTSD intersections, do/don’t lists, team notes.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,How to support kol.docx,Medium,5
206,Care Guide: How to Support Kol,Care Guide: How to Support Kol — Lesson 5,"Learn/apply: C‑PTSD intersections, do/don’t lists, team notes.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,How to support kol.docx,Medium,10
207,Care Guide: How to Support Kol,Care Guide: How to Support Kol — Lesson 6,"Learn/apply: C‑PTSD intersections, do/don’t lists, team notes.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,How to support kol.docx,Hard,15
208,Care Guide: How to Support Kol,Care Guide: How to Support Kol — Lesson 7,"Learn/apply: C‑PTSD intersections, do/don’t lists, team notes.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,How to support kol.docx,Easy,20
209,Care Guide: How to Support Kol,Care Guide: How to Support Kol — Lesson 8,"Learn/apply: C‑PTSD intersections, do/don’t lists, team notes.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,How to support kol.docx,Medium,25
210,Care Guide: How to Support Kol,Care Guide: How to Support Kol — Lesson 9,"Learn/apply: C‑PTSD intersections, do/don’t lists, team notes.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,How to support kol.docx,Medium,5
211,Care Guide: How to Support Kol,Care Guide: How to Support Kol — Lesson 10,"Learn/apply: C‑PTSD intersections, do/don’t lists, team notes.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,How to support kol.docx,Hard,10
212,Care Guide: How to Support Kol,Care Guide: How to Support Kol — Lesson 11,"Learn/apply: C‑PTSD intersections, do/don’t lists, team notes.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,How to support kol.docx,Easy,15
213,Body Weather,Body Weather — Lesson 1,Learn/apply: Daily pain/energy/mood note with simple scales.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,Project schema (Body Weather) + Symptom logs,Medium,20
214,Body Weather,Body Weather — Lesson 2,Learn/apply: Daily pain/energy/mood note with simple scales.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,Project schema (Body Weather) + Symptom logs,Medium,25
215,Body Weather,Body Weather — Lesson 3,Learn/apply: Daily pain/energy/mood note with simple scales.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,Project schema (Body Weather) + Symptom logs,Hard,5
216,Body Weather,Body Weather — Lesson 4,Learn/apply: Daily pain/energy/mood note with simple scales.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,Project schema (Body Weather) + Symptom logs,Easy,10
217,Body Weather,Body Weather — Lesson 5,Learn/apply: Daily pain/energy/mood note with simple scales.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,Project schema (Body Weather) + Symptom logs,Medium,15
218,Body Weather,Body Weather — Lesson 6,Learn/apply: Daily pain/energy/mood note with simple scales.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,Project schema (Body Weather) + Symptom logs,Medium,20
219,Body Weather,Body Weather — Lesson 7,Learn/apply: Daily pain/energy/mood note with simple scales.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,Project schema (Body Weather) + Symptom logs,Hard,25
220,Body Weather,Body Weather — Lesson 8,Learn/apply: Daily pain/energy/mood note with simple scales.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,Project schema (Body Weather) + Symptom logs,Easy,5
221,Body Weather,Body Weather — Lesson 9,Learn/apply: Daily pain/energy/mood note with simple scales.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,Project schema (Body Weather) + Symptom logs,Medium,10
222,Body Weather,Body Weather — Lesson 10,Learn/apply: Daily pain/energy/mood note with simple scales.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,Project schema (Body Weather) + Symptom logs,Medium,15
223,Body Weather,Body Weather — Lesson 11,Learn/apply: Daily pain/energy/mood note with simple scales.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,Project schema (Body Weather) + Symptom logs,Hard,20
224,Meds & Vitals,Meds & Vitals — Lesson 1,Learn/apply: Medication checklist; vitals logging and alerts.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,Care guides + Emergency cards,Easy,25
225,Meds & Vitals,Meds & Vitals — Lesson 2,Learn/apply: Medication checklist; vitals logging and alerts.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,Care guides + Emergency cards,Medium,5
226,Meds & Vitals,Meds & Vitals — Lesson 3,Learn/apply: Medication checklist; vitals logging and alerts.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,Care guides + Emergency cards,Medium,10
227,Meds & Vitals,Meds & Vitals — Lesson 4,Learn/apply: Medication checklist; vitals logging and alerts.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,Care guides + Emergency cards,Hard,15
228,Meds & Vitals,Meds & Vitals — Lesson 5,Learn/apply: Medication checklist; vitals logging and alerts.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,Care guides + Emergency cards,Easy,20
229,Meds & Vitals,Meds & Vitals — Lesson 6,Learn/apply: Medication checklist; vitals logging and alerts.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,Care guides + Emergency cards,Medium,25
230,Meds & Vitals,Meds & Vitals — Lesson 7,Learn/apply: Medication checklist; vitals logging and alerts.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,Care guides + Emergency cards,Medium,5
231,Meds & Vitals,Meds & Vitals — Lesson 8,Learn/apply: Medication checklist; vitals logging and alerts.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,Care guides + Emergency cards,Hard,10
232,Meds & Vitals,Meds & Vitals — Lesson 9,Learn/apply: Medication checklist; vitals logging and alerts.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,Care guides + Emergency cards,Easy,15
233,Meds & Vitals,Meds & Vitals — Lesson 10,Learn/apply: Medication checklist; vitals logging and alerts.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,Care guides + Emergency cards,Medium,20
234,Meds & Vitals,Meds & Vitals — Lesson 11,Learn/apply: Medication checklist; vitals logging and alerts.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,Care guides + Emergency cards,Medium,25
235,Hydration & Sodium,Hydration & Sodium — Lesson 1,"Learn/apply: Fluids 2–3L/day; sodium ≥4,000 mg/day tracker.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,"App plan (≥4,000 mg/day sodium)",Hard,5
236,Hydration & Sodium,Hydration & Sodium — Lesson 2,"Learn/apply: Fluids 2–3L/day; sodium ≥4,000 mg/day tracker.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,"App plan (≥4,000 mg/day sodium)",Easy,10
237,Hydration & Sodium,Hydration & Sodium — Lesson 3,"Learn/apply: Fluids 2–3L/day; sodium ≥4,000 mg/day tracker.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,"App plan (≥4,000 mg/day sodium)",Medium,15
238,Hydration & Sodium,Hydration & Sodium — Lesson 4,"Learn/apply: Fluids 2–3L/day; sodium ≥4,000 mg/day tracker.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,"App plan (≥4,000 mg/day sodium)",Medium,20
239,Hydration & Sodium,Hydration & Sodium — Lesson 5,"Learn/apply: Fluids 2–3L/day; sodium ≥4,000 mg/day tracker.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,"App plan (≥4,000 mg/day sodium)",Hard,25
240,Hydration & Sodium,Hydration & Sodium — Lesson 6,"Learn/apply: Fluids 2–3L/day; sodium ≥4,000 mg/day tracker.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,"App plan (≥4,000 mg/day sodium)",Easy,5
241,Hydration & Sodium,Hydration & Sodium — Lesson 7,"Learn/apply: Fluids 2–3L/day; sodium ≥4,000 mg/day tracker.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,"App plan (≥4,000 mg/day sodium)",Medium,10
242,Hydration & Sodium,Hydration & Sodium — Lesson 8,"Learn/apply: Fluids 2–3L/day; sodium ≥4,000 mg/day tracker.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,"App plan (≥4,000 mg/day sodium)",Medium,15
243,Hydration & Sodium,Hydration & Sodium — Lesson 9,"Learn/apply: Fluids 2–3L/day; sodium ≥4,000 mg/day tracker.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,"App plan (≥4,000 mg/day sodium)",Hard,20
244,Hydration & Sodium,Hydration & Sodium — Lesson 10,"Learn/apply: Fluids 2–3L/day; sodium ≥4,000 mg/day tracker.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,"App plan (≥4,000 mg/day sodium)",Easy,25
245,Hydration & Sodium,Hydration & Sodium — Lesson 11,"Learn/apply: Fluids 2–3L/day; sodium ≥4,000 mg/day tracker.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,"App plan (≥4,000 mg/day sodium)",Medium,5
246,PT & Mobility,PT & Mobility — Lesson 1,Learn/apply: Safe pacing of home PT exercises; logs.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,How to take care of Kol (PT),Medium,10
247,PT & Mobility,PT & Mobility — Lesson 2,Learn/apply: Safe pacing of home PT exercises; logs.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,How to take care of Kol (PT),Hard,15
248,PT & Mobility,PT & Mobility — Lesson 3,Learn/apply: Safe pacing of home PT exercises; logs.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,How to take care of Kol (PT),Easy,20
249,PT & Mobility,PT & Mobility — Lesson 4,Learn/apply: Safe pacing of home PT exercises; logs.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,How to take care of Kol (PT),Medium,25
250,PT & Mobility,PT & Mobility — Lesson 5,Learn/apply: Safe pacing of home PT exercises; logs.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,How to take care of Kol (PT),Medium,5
251,PT & Mobility,PT & Mobility — Lesson 6,Learn/apply: Safe pacing of home PT exercises; logs.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,How to take care of Kol (PT),Hard,10
252,PT & Mobility,PT & Mobility — Lesson 7,Learn/apply: Safe pacing of home PT exercises; logs.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,How to take care of Kol (PT),Easy,15
253,PT & Mobility,PT & Mobility — Lesson 8,Learn/apply: Safe pacing of home PT exercises; logs.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,How to take care of Kol (PT),Medium,20
254,PT & Mobility,PT & Mobility — Lesson 9,Learn/apply: Safe pacing of home PT exercises; logs.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,How to take care of Kol (PT),Medium,25
255,PT & Mobility,PT & Mobility — Lesson 10,Learn/apply: Safe pacing of home PT exercises; logs.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,How to take care of Kol (PT),Hard,5
256,PT & Mobility,PT & Mobility — Lesson 11,Learn/apply: Safe pacing of home PT exercises; logs.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,How to take care of Kol (PT),Easy,10
257,Sleep & Wind-Down,Sleep & Wind-Down — Lesson 1,Learn/apply: Spotify routine start at 10:30; sleep hygiene check.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,Project note: Spotify routine 10:30 nightly,Medium,15
258,Sleep & Wind-Down,Sleep & Wind-Down — Lesson 2,Learn/apply: Spotify routine start at 10:30; sleep hygiene check.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,Project note: Spotify routine 10:30 nightly,Medium,20
259,Sleep & Wind-Down,Sleep & Wind-Down — Lesson 3,Learn/apply: Spotify routine start at 10:30; sleep hygiene check.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,Project note: Spotify routine 10:30 nightly,Hard,25
260,Sleep & Wind-Down,Sleep & Wind-Down — Lesson 4,Learn/apply: Spotify routine start at 10:30; sleep hygiene check.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,Project note: Spotify routine 10:30 nightly,Easy,5
261,Sleep & Wind-Down,Sleep & Wind-Down — Lesson 5,Learn/apply: Spotify routine start at 10:30; sleep hygiene check.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,Project note: Spotify routine 10:30 nightly,Medium,10
262,Sleep & Wind-Down,Sleep & Wind-Down — Lesson 6,Learn/apply: Spotify routine start at 10:30; sleep hygiene check.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,Project note: Spotify routine 10:30 nightly,Medium,15
263,Sleep & Wind-Down,Sleep & Wind-Down — Lesson 7,Learn/apply: Spotify routine start at 10:30; sleep hygiene check.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,Project note: Spotify routine 10:30 nightly,Hard,20
264,Sleep & Wind-Down,Sleep & Wind-Down — Lesson 8,Learn/apply: Spotify routine start at 10:30; sleep hygiene check.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,Project note: Spotify routine 10:30 nightly,Easy,25
265,Sleep & Wind-Down,Sleep & Wind-Down — Lesson 9,Learn/apply: Spotify routine start at 10:30; sleep hygiene check.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,Project note: Spotify routine 10:30 nightly,Medium,5
266,Sleep & Wind-Down,Sleep & Wind-Down — Lesson 10,Learn/apply: Spotify routine start at 10:30; sleep hygiene check.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,Project note: Spotify routine 10:30 nightly,Medium,10
267,Sleep & Wind-Down,Sleep & Wind-Down — Lesson 11,Learn/apply: Spotify routine start at 10:30; sleep hygiene check.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,Project note: Spotify routine 10:30 nightly,Hard,15
268,Household & Pets,Household & Pets — Lesson 1,Learn/apply: Rotating low-stress chore list; two cats + one dog.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,Care guides & rotating chores,Easy,20
269,Household & Pets,Household & Pets — Lesson 2,Learn/apply: Rotating low-stress chore list; two cats + one dog.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,Care guides & rotating chores,Medium,25
270,Household & Pets,Household & Pets — Lesson 3,Learn/apply: Rotating low-stress chore list; two cats + one dog.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,Care guides & rotating chores,Medium,5
271,Household & Pets,Household & Pets — Lesson 4,Learn/apply: Rotating low-stress chore list; two cats + one dog.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,Care guides & rotating chores,Hard,10
272,Household & Pets,Household & Pets — Lesson 5,Learn/apply: Rotating low-stress chore list; two cats + one dog.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,Care guides & rotating chores,Easy,15
273,Household & Pets,Household & Pets — Lesson 6,Learn/apply: Rotating low-stress chore list; two cats + one dog.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,Care guides & rotating chores,Medium,20
274,Household & Pets,Household & Pets — Lesson 7,Learn/apply: Rotating low-stress chore list; two cats + one dog.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,Care guides & rotating chores,Medium,25
275,Household & Pets,Household & Pets — Lesson 8,Learn/apply: Rotating low-stress chore list; two cats + one dog.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,Care guides & rotating chores,Hard,5
276,Household & Pets,Household & Pets — Lesson 9,Learn/apply: Rotating low-stress chore list; two cats + one dog.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,Care guides & rotating chores,Easy,10
277,Household & Pets,Household & Pets — Lesson 10,Learn/apply: Rotating low-stress chore list; two cats + one dog.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,Care guides & rotating chores,Medium,15
278,Household & Pets,Household & Pets — Lesson 11,Learn/apply: Rotating low-stress chore list; two cats + one dog.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,Care guides & rotating chores,Medium,20
279,Wardrobe & Outfits,Wardrobe & Outfits — Lesson 1,Learn/apply: Wardrobe DB + outfit planner with sensory-safe tags.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,App concept: Wardrobe/Outfits,Hard,25
280,Wardrobe & Outfits,Wardrobe & Outfits — Lesson 2,Learn/apply: Wardrobe DB + outfit planner with sensory-safe tags.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,App concept: Wardrobe/Outfits,Easy,5
281,Wardrobe & Outfits,Wardrobe & Outfits — Lesson 3,Learn/apply: Wardrobe DB + outfit planner with sensory-safe tags.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,App concept: Wardrobe/Outfits,Medium,10
282,Wardrobe & Outfits,Wardrobe & Outfits — Lesson 4,Learn/apply: Wardrobe DB + outfit planner with sensory-safe tags.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,App concept: Wardrobe/Outfits,Medium,15
283,Wardrobe & Outfits,Wardrobe & Outfits — Lesson 5,Learn/apply: Wardrobe DB + outfit planner with sensory-safe tags.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,App concept: Wardrobe/Outfits,Hard,20
284,Wardrobe & Outfits,Wardrobe & Outfits — Lesson 6,Learn/apply: Wardrobe DB + outfit planner with sensory-safe tags.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,App concept: Wardrobe/Outfits,Easy,25
285,Wardrobe & Outfits,Wardrobe & Outfits — Lesson 7,Learn/apply: Wardrobe DB + outfit planner with sensory-safe tags.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,App concept: Wardrobe/Outfits,Medium,5
286,Wardrobe & Outfits,Wardrobe & Outfits — Lesson 8,Learn/apply: Wardrobe DB + outfit planner with sensory-safe tags.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,App concept: Wardrobe/Outfits,Medium,10
287,Wardrobe & Outfits,Wardrobe & Outfits — Lesson 9,Learn/apply: Wardrobe DB + outfit planner with sensory-safe tags.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,App concept: Wardrobe/Outfits,Hard,15
288,Wardrobe & Outfits,Wardrobe & Outfits — Lesson 10,Learn/apply: Wardrobe DB + outfit planner with sensory-safe tags.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,App concept: Wardrobe/Outfits,Easy,20
289,Wardrobe & Outfits,Wardrobe & Outfits — Lesson 11,Learn/apply: Wardrobe DB + outfit planner with sensory-safe tags.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,App concept: Wardrobe/Outfits,Medium,25
290,Joy & Hobbies,Joy & Hobbies — Lesson 1,"Learn/apply: Anime/kdramas, games, crafts—low-spoon fun menu.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,Support handbooks (Joy & Fun sections),Medium,5
291,Joy & Hobbies,Joy & Hobbies — Lesson 2,"Learn/apply: Anime/kdramas, games, crafts—low-spoon fun menu.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,Support handbooks (Joy & Fun sections),Hard,10
292,Joy & Hobbies,Joy & Hobbies — Lesson 3,"Learn/apply: Anime/kdramas, games, crafts—low-spoon fun menu.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,Support handbooks (Joy & Fun sections),Easy,15
293,Joy & Hobbies,Joy & Hobbies — Lesson 4,"Learn/apply: Anime/kdramas, games, crafts—low-spoon fun menu.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,Support handbooks (Joy & Fun sections),Medium,20
294,Joy & Hobbies,Joy & Hobbies — Lesson 5,"Learn/apply: Anime/kdramas, games, crafts—low-spoon fun menu.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,Support handbooks (Joy & Fun sections),Medium,25
295,Joy & Hobbies,Joy & Hobbies — Lesson 6,"Learn/apply: Anime/kdramas, games, crafts—low-spoon fun menu.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,Support handbooks (Joy & Fun sections),Hard,5
296,Joy & Hobbies,Joy & Hobbies — Lesson 7,"Learn/apply: Anime/kdramas, games, crafts—low-spoon fun menu.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,Support handbooks (Joy & Fun sections),Easy,10
297,Joy & Hobbies,Joy & Hobbies — Lesson 8,"Learn/apply: Anime/kdramas, games, crafts—low-spoon fun menu.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,Support handbooks (Joy & Fun sections),Medium,15
298,Joy & Hobbies,Joy & Hobbies — Lesson 9,"Learn/apply: Anime/kdramas, games, crafts—low-spoon fun menu.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,Support handbooks (Joy & Fun sections),Medium,20
299,Joy & Hobbies,Joy & Hobbies — Lesson 10,"Learn/apply: Anime/kdramas, games, crafts—low-spoon fun menu.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,Support handbooks (Joy & Fun sections),Hard,25
300,Joy & Hobbies,Joy & Hobbies — Lesson 11,"Learn/apply: Anime/kdramas, games, crafts—low-spoon fun menu.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,Support handbooks (Joy & Fun sections),Easy,5
